Sector,TSC Category,TSC Title,TSC Description,Emerging TSC,TSC Key ID
Built Environment,Business Management,Partnership Management,Build cooperative partnerships with inter-organisational and external stakeholders and leverage these relations to meet organisational objectives. This includes coordination and strategising with internal and external stakeholders through close cooperation and exchange of information to solve problems.,No,456
Built Environment,Business Management,Stakeholder Management,"Manage relevant stakeholders and strategic partners to ensure continuous levels of engagement by identifying needs, setting service standards and resolving issues in accordance with organisational procedures",Yes,457
Built Environment,Business Management,Strategy Development,Develop organisational strategies and policies by analysing the impact of internal and external influencing factors and seeking consultation from relevant stakeholders,No,458
Built Environment,Business Management,Technical Presentation,Deliver effective and engaging presentations for a variety of audiences,No,459
Built Environment,Business Management,Technical Writing,Apply technical writing approaches to communicate complex information and enable actions in pursuit of defined project goals,No,460
Built Environment,Business and Project Finance,Life Cycle Costing and Analysis,"Analyse, estimate and manage costs for cost efficiency and value maximisation throughout building life cycle",No,461
Built Environment,Business and Project Finance,Measurement of Building and Construction Works,Analyse proposed construction drawing plans and designs to prepare cost estimations,No,462
Built Environment,Business and Project Finance,Project Cost,"Set budgets, monitor costs and assess budget implications of projects on operations",No,463
Built Environment,Construction Methods,Commissioning and Start-up Management,"Manage the commissioning and start-up of new or modified equipment, components and systems into operational modes",No,464
Built Environment,Construction Methods,Construction Technology,Identify and apply the most suitable and effective construction processes and technologies to achieve project objectives,No,465
Built Environment,Construction Methods,Installation and Assembly,Install equipment and system components by evaluating product specifications and manufacturers’ recommendations and aligning them with the needs of the project,No,466
Built Environment,Design,Aesthetic and Design Sensibility,"Imagine and develop novel, relevant and appropriate aesthetics to engage and evoke accurate and appropriate emotional and sensorial responses from target audiences",No,467
Built Environment,Design,Architecture Design,"Utilise holistic design approaches for the conceptualisation, development and enhancement of design solutions",No,468
Built Environment,Design,Biophilic Design in Built Environment,Design buildings with the objective of connecting nature using natural elements to the built environment,Yes,469
Built Environment,Design,Computational Design,"Use programming and computational strategies for design processes to enable design optioneering, automation and optimisation",Yes,470
Built Environment,Design,"Cultural, Heritage and Socio-economic Sensitivity for Design","Develop appreciation and thorough understanding of cultural, heritage and social-economic aspects of landscape sites and their associated communities to reflect considerations of such sensitivities in design",No,471
Built Environment,Design,Facade Design,Design façades to achieve high performance and sustainable building envelope,No,472
Built Environment,Design,Lighting Design Optimisation,"Optimise lighting designs to create better ambiences while achieving energy efficiency, sustainability and maintainability results",No,473
Built Environment,Design,Placemaking and Programming of Spaces,Adopt multi-faceted approaches to the planning and design of spaces,Yes,474
Built Environment,Discipline Engineering Specialisation,Civil and Structural Engineering Management,"Manage the design, technical specification, selection, modification and troubleshooting of civil structures and systems to provide civil and structural engineering discipline support to construction, maintenance and project teams",No,475
Built Environment,Discipline Engineering Specialisation,Geotechnical Engineering Management,"Manage the design, technical specification, selection, modification and troubleshooting of geotechnical equipment, structures and systems to provide geotechnical engineering discipline support to construction, maintenance and project teams",No,476
Built Environment,Discipline Engineering Specialisation,Structural Testing,"Execute non-destructive structural tests to ensure integrity and reliability of structural components against standards and product specifications based on determined test methods, criteria, equipment and timeframe",No,477
Energy and Power,Energy Management Operations,Load Profile and Capacity Certificate Management,Manage load profiles and capacity certificates,No,478
Built Environment,Engineering Design Management,Air Conditioning and Mechanical Ventilation System Design,Design cost-effective and efficient air conditioning and mechanical ventilation systems,No,479
Built Environment,Engineering Design Management,Design Standards and Specification,"Apply knowledge of relevant standards that govern the design requirements, and deliver design specifications according to the required standards",No,480
Built Environment,Engineering Design Management,Design for Maintainability,"Apply Design for Maintainability (DfM) principles throughout the project lifecycle to ensure effectiveness, safety and economies of scale for maintenance tasks",Yes,481
Built Environment,Engineering Design Management,Design for Manufacturing and Assembly,"Apply Design for Manufacturing and Assembly (DfMA) principles throughout construction project lifecycle to ensure effectiveness, safety and economies of scale for manufacturing and assembly",Yes,482
Built Environment,Engineering Design Management,Design for Safety,"Develop designs and solutions to ensure compliance with Design for Safety (DfS) regulations while safeguarding the safety and health of users, stakeholders and the general public",No,483
Built Environment,Engineering Design Management,Electrical Systems Design,Design cost effective and energy-efficient electrical systems,No,484
Built Environment,Engineering Design Management,Fire Protection System Design,Design fire protection system incorporating holistic fire protection features in accordance with fire safety requirement,No,485
Built Environment,Engineering Design Management,Lifts and Escalators Systems Design,Design energy-efficient lifts and escalators,No,486
Built Environment,Engineering Design Management,Lightning Protection Systems Design,Design lightning protection systems incorporating safety features and standards,No,487
Built Environment,Engineering Design Management,Natural Ventilation Design,Manage the design processes for effective natural ventilation in tropical and sub-tropical climates,No,488
Built Environment,Engineering Design Management,"Plumbing, Sanitary, Drainage and Gas Systems Design","Apply hydraulic and fluid dynamics principles to design efficient plumbing, sanitary, drainage and gas systems by understanding principles of fluid flow, interaction between fluid layers and pipe materials, and losses in transmission",No,489
Built Environment,Engineering Design Management,Solar Photovoltaic Systems Designs,Oversee design of solar Photovoltaic (PV) systems according to project requirements and site constraints,No,490
Built Environment,Environment Management,Green Building Strategy Implementation,"Develop environmental sustainability plans throughout the building lifecycle through the development, implementation and review of sustainability strategies to enhance environmental performance",Yes,491
Built Environment,Environment Management,Green Facilities Management,Manage facility operations and maintenance to minimise environmental impact and operational costs efficiently,Yes,492
Built Environment,Environment Management,Indoor Environmental Quality Improvement,Manage Indoor Environmental Quality (IEQ) through the identification and analysis of conditions inside buildings,No,493
Built Environment,Environment Management,Value Analysis,"Establish the organisational value stream, enhance value-add and reduce costs",No,494
Built Environment,Environment Management,Value Engineering,"Apply value principles to minimise overall operational costs and waste without compromising the reliability, quality and performance",No,495
Built Environment,Equipment Management,Automated Equipment and Control Systems Configuration,Configure automated equipment and control systems to support manufacturing processes,Yes,496
Built Environment,Equipment Management,Equipment Qualification,"Verify that manufacturing equipment are installed, operate and perform as per expectations and requirements",No,497
Built Environment,Equipment Management,Equipment and Systems Installation and Commissioning Management,Manage installation and testing to determine readiness for commissioning of systems,No,498
Built Environment,Equipment Management,Equipment and Systems Testing,Execute equipment and systems testing procedures to ensure continuity of operations and meet standards of performance,No,499
Built Environment,Feasibility Assessment,Project Feasibility Assessment,Assess the business environment and organisational capabilities to evaluate and determine the feasibility of a project,No,500
Built Environment,Feasibility Assessment,Site Assessment and Analysis,Plan and execute assessments of project sites to evaluate suitability for built environment operations,No,501
Built Environment,Feasibility Assessment,Solar Photovoltaic Energy Assessment,Assess feasibility of solar Photovoltaic (PV) installations for buildings based on location and energy assessments,No,502
Built Environment,Incident Management,Emergency Response Management,"Manage emergency response plans for the range of contingencies affecting work operations such as fire, explosion, power failure, chemical spillage, leakages, collapses, flooding, falling from height and other types of emergencies",No,503
Built Environment,Incident Management,Incident and Accident Investigation,Investigate workplace incidents and accidents based on root cause analysis and identification of corrective actions to prevent recurrences,No,504
Built Environment,Information Technology Management,Applications Integration,"Integrate data or functions from one application program with that of another application program - involves development of an integration plan, programming and the identification and utilisation of appropriate middleware to optimise the connectivity and performance of disparate applications across target environments",No,505
Built Environment,Information Technology Management,Common Data Environment Management,Implement Common Data Environment (CDE) to improve the management of data and information to facilitate decision making and increase the efficiency of project delivery,No,506
Built Environment,Information Technology Management,Programming and Coding,"Develop technical capabilities to understand, design and write instructions to be processed by computers as software programmes to achieve desired outcomes",Yes,507
Built Environment,Maintenance,Air Conditioning and Mechanical Ventilation Systems Maintenance,Implement preventive and corrective maintenance of air-conditioning and mechanical ventilation systems,No,508
Built Environment,Maintenance,Asset Management,Formulate and implement the organisation’s asset management policies to optimise asset life-cycle and performance,No,509
Built Environment,Maintenance,Civil Structure Maintenance,Implement preventive and corrective maintenance of civil structures,No,510
Built Environment,Maintenance,Condition-based Assets Monitoring Management,Formulate and implement condition-based maintenance procedures to enhance organisation maintenance regimes and operational reliability,No,511
Built Environment,Maintenance,"Drainage, Plumbing and Sanitary Systems Maintenance","Implement preventive and corrective maintenance of drainage, plumbing and sanitary systems",No,512
Built Environment,Maintenance,Electrical and Electronic Systems Maintenance,Implement corrective and preventive maintenance of electrical and electronic systems,No,513
Built Environment,Maintenance,Escalator and Travellator Systems Maintenance and Management,Implement preventive and corrective maintenance of escalator and travellator systems,No,514
Built Environment,Maintenance,Fire Protection System Maintenance,Implement preventive and corrective maintenance of fire protection system,No,515
Built Environment,Maintenance,Lift Systems Maintenance and Management,Implement preventive and corrective maintenance of lift systems,No,516
Built Environment,Maintenance,Maintenance Scheduling,Plan and manage maintenance schedules in accordance with the organisational standards and Original Equipment Manufacturer’s recommendations,No,517
Built Environment,Maintenance,Maintenance Strategy Development,Develop a corrective and preventive maintenance strategy,No,518
Built Environment,Maintenance,Smart Facilities Management,Integrate digital technologies and smart automation into facility operations and maintenance to optimise efficiency and performance,Yes,519
Built Environment,People Development and Management,Learning and Development,Manage employees’ learning and development activities to maximise employee’ potential and capabilities to contribute to the organisation,No,520
Built Environment,People Development and Management,Manpower Planning,Estimate and fulfil manpower requirements to achieve business goals and targets,No,521
Built Environment,People Development and Management,People Management,"Manage the recruitment, performance and development of staff",No,522
Built Environment,Process Improvement,Automated Process Design,Design processes that utilise automated manufacturing equipment and control systems,Yes,523
Built Environment,Process Improvement,Continuous Improvement Management,"Apply continuous improvement plans to optimise cost, task efficiency and effectiveness of processes and procedures",No,524
Built Environment,Process Improvement,Innovation Management,"Manage organisation's ability to respond to internal and external opportunities by using creativity to introduce new ideas, processes and products",No,525
Built Environment,Process Improvement,Manufacturing Process Management,Perform process engineering and ensure the stability of the manufacturing process as well as troubleshoot process deviations and propose strategies for process performance improvement,No,526
Built Environment,Process Improvement,Process Improvement and Optimisation,Adopt process mining tools to discover critical processes and maximise these processes to achieve maximum efficiency in accordance with organisation procedures,Yes,527
Built Environment,Process Improvement,Process Operations Troubleshooting,"Perform a structured approach in process operations troubleshooting by using appropriate tools, techniques and engineering documents to identify and locate causes of problems and correct them in a safe and reliable manner",No,528
Built Environment,Process Improvement,Process Optimisation,"Optimise the production and efficiency of process plants through analysing and reviewing process unit, equipment and plant performance",No,529
Built Environment,Process Improvement,Process Unit and Utilities Operations Management,"Operate, monitor and control process units and utilities in order to manage process operations and planning to meet organisational business targets",No,530
Built Environment,Procurement Management,Contract Administration and Management,"Develop contracts to determine suitable conditions of contract, and optimise the contract administration and management process taking into consideration the nature of the project",No,531
Built Environment,Procurement Management,Engineering Contract Management,"Analyse and develop requirements to define contract structures, terms and financials",No,532
Built Environment,Procurement Management,Inventory Management,"Formulate and implement inventory management strategies targeted at ensuring availability of equipment, tools and materials for engineering projects for the purpose of construction, operations and maintenance works",No,533
Built Environment,Procurement Management,Procurement Coordination and Policy Development,Design and implement procurement strategy and workflow to govern activities relating to sourcing and purchasing of materials as required to deliver on project expectations,No,534
Built Environment,Production Management,Additive Manufacturing,Design and apply additive manufacturing workflows to create three-dimensional objects,No,535
Built Environment,Production Management,Automated Operation Monitoring,Monitor automated equipment and control systems to ensure quality execution of the manufacturing process flow,Yes,536
Built Environment,Production Management,Automation Process Control,Apply automation process control to monitor performance metrics and quality of manufacturing outputs to determine the optimal settings as well as productivity improvement strategies,No,537
Built Environment,Production Management,Engineering Support Management,"Provide discipline engineering technical support and expertise in technical specifications, modifications, asset integrity and troubleshooting of engineering equipment and systems, to production, maintenance and project teams",No,538
Built Environment,Production Management,Good Manufacturing Practices Implementation,"Implement Current Good Manufacturing Practices in the design, monitoring, and control of manufacturing processes",No,539
Built Environment,Production Management,Lean Manufacturing,"Apply concepts, tools and techniques of ‘lean’ manufacturing to improve efficiency in a manufacturing organisation",No,540
Built Environment,Production Management,Manufacturing Systems Operation and Control,Operate technical systems in construction manufacturing,No,541
Built Environment,Production Management,Material Studies and Production Processes,"Administer the study of material properties and applications to facilitate production, construction, engineering and processing of materials into specific designs",No,542
Built Environment,Production Management,Plant Economic Modelling,"Develop plant economic models for current operations, and growth scenarios according to business plans, to forecast optimal plant and economic configurations for supply and demand",Yes,543
Built Environment,Production Management,Production Planning and Scheduling,Establish and implement strategic production planning and scheduling to meet production targets and cycle time indices,No,544
Built Environment,Production Management,Production Resource Management,Plan and control capacity and quality issues to meet organisational needs as well as schedule resources to synchronise production processes,No,545
Built Environment,Production Management,Transportation Route and Schedule Planning,Optimise transportation resources for route scheduling and dispatching using vehicle fleet management systems,No,546
Built Environment,Production Management,Warehouse Space Utilisation,Optimise spaces for storage of items in warehouses,No,547
Built Environment,Production Management,Workflow Management,Manage operations to ensure timely and quality delivery of construction outcomes,No,548
Built Environment,Production Management,Yield Analysis,Apply yield analysis processes and techniques to monitor and drive process yield improvements,No,549
Built Environment,Project Management,Dispute Resolution,Manage disputes by implementing appropriate resolution approaches to find solutions to disagreements,No,550
Built Environment,Project Management,Project Management,"Manage engineering projects and work areas by setting objectives, project plans, methodologies and timelines to ensure successful outcomes",No,551
Built Environment,Project Management,Project Risk Management,Manage risks relating to specific projects as precaution against internal and external vulnerabilities,No,552
Built Environment,Project Management,Regulatory Submission and Clearance,"Manage the processes for obtaining the required project approvals, permits, and the compliance to regulatory conditions",No,553
Built Environment,Quality Management,Computerised Systems Validation,Commission computerised systems for use in manufacturing facilities,No,554
Built Environment,Quality Management,Materials Qualification,Manage the quality of materials to ensure material specifications conform to product requirements,No,555
Built Environment,Quality Management,Process Control,Apply process control to monitor and optimise process plant performance and quality of production output,No,556
Built Environment,Quality Management,Process Monitoring,Verify that routine manufacturing processes are consistently within a state of control,No,557
Built Environment,Quality Management,Process Validation,Verify that processes are reproducible and consistent in delivering quality products according to specifications and in line with international regulations,No,558
Built Environment,Quality Management,Product Testing,Test products to verify that they have been produced to the required quality and regulatory standards,No,559
Built Environment,Quality Management,Product Testing Management,Develop product testing protocols and procedures based on product specifications to test and determine the full characteristics of product profiles,No,560
Built Environment,Quality Management,Quality Assurance Management,Establish and implement quality assurance (QA) parameters and procedures to ensure compliance with the organisation’s Quality Management System (QMS) requirements,No,561
Built Environment,Quality Management,Quality Control Management,Establish and implement quality control (QC) systems and procedures to ensure the quality of products meet desired levels of standards and compliance at all stages,No,562
Built Environment,Quality Management,Quality System Management,"Establish quality assurance policy and management system for services to ensure compliance with internal quality requirements, client expectations, international quality standards and/or regulations",No,563
Built Environment,Quality Management,Technical Inspection,"Execute formal inspection exercises to ensure quality, safety, and reliability adhering with technical specifications and compliance requirements",No,564
Built Environment,Quality Management,Test Planning,"Develop testing plans and procedures by determining scope and risks, identifying the objects of testing, selecting test methods and tools, and controlling test implementation",No,565
Built Environment,Technical Drawing,3D Modelling,Generate 3D models using a variety of modelling software to represent characteristics of a real-world system,No,566
Built Environment,Technical Drawing,Design Sketching,"Communicate and visualise ideas and designs in accurate form, perspective and proportion through drawing",No,567
Built Environment,Technical Drawing,Engineering Drawing Interpretation and Management,"Use engineering drawings, equipment datasheets, vendor equipment engineering drawings and layouts and equipment datasheets to support construction, operations, maintenance and engineering activities",No,568
Built Environment,Technical Drawing,Engineering Drawing and Design Specifications,Create design specifications and technical drawings to guide installation and construction works,No,569
Built Environment,Technical Drawing,Technical Drawing,"Manage the composition of precise and detailed drawings and specifications that visually communicate how designs function, or are produced, to guide the construction",No,570
Built Environment,Technology Management,Application Support and Enhancement,Provide ongoing technical support and improvements to users of applications including technical guidance and assistance related to the installation and maintenance of applications,No,571
Built Environment,Technology Management,Artificial Intelligence Application,Apply algorithmic and statistical knowledge to integrate Artificial Intelligence into project execution and maintenance processes,No,572
Built Environment,Technology Management,Augmented Reality Application,Facilitate the design and implementation of augmented reality applications to increase efficiency of work processes,No,573
Built Environment,Technology Management,Building Information Modelling Application,"Use Building Information Modelling to make design, project and operational information accurate, accessible and actionable",Yes,574
Built Environment,Technology Management,Emerging Technology Synthesis,"Monitor, gather data and identify emerging technology trends, developments, products, services and techniques for integration and perform cost-benefit analysis and evaluation of their relevance, viability, sustainability and potential value add to the business",No,575
Built Environment,Technology Management,Integrated Digital Delivery Application,"Drive the adoption, integration and implementation of Integrated Digital Delivery (IDD) technologies to manage projects and building life-cycle efficiently from digital design, digital fabrication, digital construction to digital asset delivery and management",No,576
Built Environment,Technology Management,Internet of Things Management,"Interrelate computing devices, equipment and machines data in a networked environment to provide specific solutions",Yes,577
Built Environment,Technology Management,Performance Management,"Evaluate and optimise network, system and/or software performance against user and business requirements. This involves the introduction and utilisation of new tools and mechanisms to gather, analyse and fully optimise performance data. This also includes the initiation of controls, modifications and new investments to enhance end-to-end performance of ICT components, systems and services",No,578
Built Environment,Technology Management,Robotic and Automation Technology Application,"Integrate robotic and automation technologies in the Built Environment, including construction, operations and maintenance to enhance productivity and precision and to reduce reliance on manual tasks",Yes,579
Built Environment,Technology Management,Systems Integration,Realise the system-of-interest by progressively combining system elements in accordance with design requirements and the integration strategy,Yes,580
Built Environment,Technology Management,Technology Application,Integrate technologies into business operations of the organisation to optimise efficiency and effectiveness of processes,Yes,581
Built Environment,Technology Management,Technology Road Mapping,Plan short-term and long-term goals with specific technology solutions to help meet those goals in order to make capital out of future market needs,Yes,582
Built Environment,Technology Management,Technology Scanning,Review new developments in emerging technology as well as evaluate and determine relevance of emerging technologies to the organisation,No,583
Built Environment,Workplace Safety and Health (WSH) Management,Engineering Safety Standards Interpretation,Design and implement appropriate safety and safeguarding engineering solutions standards in accordance with legislative requirements and industry best practices,No,584
Built Environment,Workplace Safety and Health (WSH) Management,Workplace Safety and Health Culture Development,"Create and maintain a Workplace Safety and Health culture based on a common set of attitudes, behaviours and competencies",No,585
Built Environment,Workplace Safety and Health (WSH) Management,Workplace Safety and Health Framework Development and Implementation,Develop Workplace Safety and Health (WSH) frameworks and implement procedures and practices to ensure a safe and reliable workplace environment,No,586
Design,Analytical Thinking,Conceptual Thinking,"Analyse and synthesise information by identifying key issues, perceiving unseen patterns and trends and deducing connections between issues to develop relevant ideas and solutions ",No,587
Design,Analytical Thinking,Critical Thinking,"Examine, manage and connect issues and ideas from multiple perspectives to identify reasoning in a variety of fields with differing assumptions, contents and methods",No,588
Design,Analytical Thinking,Data Analysis and Interpretation,Extract meaningful patterns and insights from data to improve organisational performance and decision-making,No,589
Design,Analytical Thinking,Data and Information Visualisation,"Combine communication, data science and design to present complex insights and information in a manner that facilitates meaningful storytelling and better decision-making for the organisation",No,590
Design,Analytical Thinking,Systems Thinking,"Identify, analyse and evaluate relationships among systems’ parts, with the use of simulation tools and systems thinking techniques and frameworks to understand situations and drive change for improvements",Yes,591
Design,Business Development,Business Negotiation,Conduct negotiations to establish win-win outcomes for the organisation,No,592
Design,Business Development,Business Presentation Delivery,"Perform required tasks to prepare and present information in various business settings involving preparation, understanding of audience, delivery and tailoring of messages to be conveyed",No,593
Design,Business Strategy,Behavioural Economics in Design,"Examine psychological, behavioural, emotional and social factors to uncover insights on how people behave and make decisions",No,594
Design,Business Strategy,Brand Management,"Co-create the organisation's projected brand and reputation with the customer, consider customer's perspectives and the organisation's desired image and priorities. This also includes the development and execution of branding campaigns, public relations and reputation management strategies to sustain or enhance the desired brand",No,595
Design,Business Strategy,Business Model Innovation,Identify and capitalise on untapped areas of business opportunity by proposing and instituting innovative changes to existing business models,Yes,596
Design,Business Strategy,Business Risk Management,"Forecast and assess existing and potential risks which impact the operation and/or profitability to the business as well as the development and roll out company-wide strategies and processes to mitigate risks, minimise their impact or effectively manage such business risks",No,597
Design,Business Strategy,Creative Entrepreneurship,Develop and inspire the creation of creative or intellectual capital to generate activities for business success,Yes,598
Design,Business Strategy,Emerging Technology Synthesis,"Monitor and integrate emerging technology trends and developments, structured data gathering for the identification of new and emerging technological products, services and techniques. In addition, the performance of cost-benefit analysis and evaluation of their relevance, viability, sustainability and potential value add to the business",No,599
Design,Business Strategy,Market Research,"Plan and conduct marketing and digital research and analysis to uncover market, customer and competitor trends in order to extract useful business insights. This also includes the evaluation of marketing activity effectiveness and development of ways to optimise marketing efforts ",No,600
Design,Business Strategy,Product Management,"Create and manage a product roadmap, involving the ideating, planning, forecasting, marketing and management of a product or a suite of products throughout stages of its lifecycle, from its conceptualisation to market entrance and eventual phasing-out. This includes the creation of a new product idea or concept and definition of the product strategy based on a projection of its potential benefits to the customer as well as the review of product performance against milestones and targets set ",No,601
Design,Business Strategy,Scenario and Strategic Planning,"Brainstorm alternative accounts of the future that may be caused by emerging factors, and develop a plans of action for each of the scenarios",No,602
Design,Business Strategy,Trend Forecasting,"Drive the practice of collecting and comparing information over time to identify trends and patterns, in order to predict and plan for future events",No,603
Design,Corporate Governance and Policies,Design Sustainability and Ethics Management,"Create designs that consider the limitations, regulations and guidelines on intellectual property, sustainability, diversity, inclusivity and accessibility, aligning to behaviours and actions which are generally accepted in the profession",Yes,604
Design,Corporate Governance and Policies,Intellectual Property Management,"Evaluate, determine and implement organisational intellectual property rights to mitigate potential infringement",No,605
Design,Creativity,Aesthetic and Design Sensibility,"Imagine and develop novel, relevant and appropriate aesthetics to engage and evoke accurate and appropriate emotional and sensorial responses from target audiences",No,606
Design,Creativity,Cultural Sensitivity for Design,"Develop an appreciation and thorough understanding of intended target audiences' cultures to reflect consideration to cultural sensitivities in design ",No,607
Design,Creativity,Design Thinking Practice,"Manage design thinking methodologies and processes to solve specific challenges for the organisation, and guide stakeholders through the phases of inspiration, empathy, ideation and implementation",No,608
Design,Creativity,Empathetic Design,"Apply and drive empathetic-centred design thinking to better understand users' feelings and perceptions towards products and services, as well as the emotional tone of creative design work",Yes,609
Design,Creativity,Imagination and Exploration,Utilise imagination and design exploration techniques across multiple disciplines to envision better outcomes and develop possible and relevant solutions ,No,610
Design,Design Communication,Content Development and Strategy,"Brainstorm, ideate and utilise writing strategies and plans to maximise user engagement ",Yes,611
Design,Design Communication,Design Writing,"Convey a design story, idea or concept in a compelling and engaging manner through writing",No,612
Design,Design Communication,Facilitation,"Facilitate workshops with the intent of guiding, mentoring and leading participants to move through the process of learning and planning",No,613
Design,Design Communication,Narrative Design,Develop the flow of the content through designing narrative elements to create an engaging audience experience,No,614
Design,Design Communication,Proposal Writing Development,"Draft strategic business proposals by conducting research, to respond to business opportunities",No,615
Design,Design Communication,Visual Communication,Design visual communication outputs to elicit emotional connections and responses from target audiences ,No,616
Design,General Management,Change Management,"Manage organisational change management systems to drive organisational success and outcomes by preparing, equipping and supporting adoption of change ",No,617
Design,General Management,Project Management,"Execute projects by managing stakeholder engagement, resources, budgets and resolving problems",No,618
Design,Stakeholder and Customer Management,Business Opportunities Development,Identify new business opportunities to better meet the needs of existing markets and bring benefits to the organisation,No,619
Design,Stakeholder and Customer Management,Contract Development and Management,"Manage contract creation, evaluation, negotiation, tendering to maximise operation and financial performance of an organisation",No,620
Design,Stakeholder and Customer Management,Stakeholder Management,"Manage stakeholder expectations and needs by aligning those with requirements and objectives of the organisation. This involves planning of actions to effectively communicate with, negotiate with and influence stakeholders",No,621
Design,Technical Craft,Design Creation and Development,"Utilise relevant design approaches for the conceptualisation, development and enhancement of design solutions",No,622
Design,Technical Craft,Design Sketching,"Communicate and visualise ideas and designs in accurate form, perspective and proportion through drawing",No,623
Design,Technical Craft,Design Standards and Specification,"Apply knowledge of relevant standards that govern the design requirements, and deliver design specifications according to the required standards",No,624
Design,Technical Craft,Digital and Physical Prototyping,"Construct design concepts, either digitally or physically, to develop deeper understanding of the designs and test their usability and functionality",No,625
Design,Technical Craft,Form Giving,"Giving ideas and/or designs tangible forms and aesthetics, with consideration for function, emotions, technology, culture and organisation values",No,626
Design,Technical Craft,Interaction Design Practice,"Develop digital and/or physical interactions across technology, products, space and services media to enhance relationships and engagement with users",Yes,627
Design,Technical Craft,Material Studies and Production Processes,"Administer the study of material properties and applications to facilitate production, construction, engineering and processing of materials into specific designs",No,628
Design,Technical Craft,Product and Production Engineering,Explore product design and development processes to manufacture or innovate on products,No,629
Design,Technical Craft,Qualitative Research,"Conduct and lead qualitative research studies, focusing on the study of people, habits, norms and cultures, to uncover insights driving the behaviour of different respondents",No,630
Design,Technical Craft,Quantitative Research,"Conduct and lead systematic statistical, mathematical and numerical analyses to formulate facts, uncover patterns in research, test hypotheses and draw sound conclusions for problem-solving",No,631
Design,Technical Craft,Technical Drawing,"Manage the composition of precise and detailed drawings that visually communicate how designs function, or are produced, to guide the construction",No,632
Design,Technical Craft,User Experience Design,"Conceptualise and enhance the users' interactions and engagement with products and services by integrating elements of interaction design, information architecture, information design, visual interface design, user assistance design and user-centered design",Yes,633
Design,Technical Craft,User Testing and Usability Testing,"Conduct and manage user tests to validate the feasibility of design, evaluate its functionality and ease of use as part of a user-centred design process",No,634
Early Childhood Care and Education,Child Learning and Development,Child Development Assessment,Use information from observation and documentation of children’s learning and development to design appropriate child-centric learning experiences,No,635
Early Childhood Care and Education,Child Learning and Development,Child Observation,Perform observation and documentation of children’s learning and development to gain an in-depth understanding of each child,No,636
Early Childhood Care and Education,Child Learning and Development,Classroom Management and Guidance of Children’s Behaviour,Manage and guide children’s behaviour to facilitate the delivery of learning activities and meaningful participation,No,637
Early Childhood Care and Education,Child Learning and Development,Diversity and Inclusion,Implement diversity and inclusion practices and strategies to raise awareness and ensure meaningful participation for all children,No,638
Early Childhood Care and Education,Child Learning and Development,Early Childhood Curriculum Design,Design culturally and developmentally appropriate curriculum for holistic learning experiences for children of all levels including infants,No,639
Early Childhood Care and Education,Child Learning and Development,Early Childhood Pedagogical Practice,Plan and implement developmentally appropriate pedagogical practice to engage children meaningfully,No,640
Early Childhood Care and Education,Child Learning and Development,Early Childhood Programme Planning,Plan and implement developmentally appropriate Early Childhood programmes,No,641
Early Childhood Care and Education,Child Learning and Development,Learning Environment Design,Design learning environment to meet children’s specific developmental and learning needs,No,642
Early Childhood Care and Education,Child Safety and Well-Being,Child Safety and Protection,"Implement safety standards and procedures, and appropriate courses of action to ensure the safety and protection of children",No,643
Early Childhood Care and Education,Child Safety and Well-Being,"Health, Hygiene and Nutrition for Children","Establish health, hygiene and nutrition standards and procedures that support children’s development",No,644
Early Childhood Care and Education,Child Safety and Well-Being,Interaction and Relationship,Develop trusting and respectful relationships with children,No,645
Early Childhood Care and Education,Child Safety and Well-Being,Responsive Caregiving Approaches,"Provide appropriate and quality caregiving approaches to create a nurturing, caring and safe environment that supports children's learning and development",No,646
Early Childhood Care and Education,Early Intervention and Learning Support Development,Child Functional Needs Assessment,"Assess the child's functional needs for appropriate intervention",No,647
Early Childhood Care and Education,Early Intervention and Learning Support Development,Child Screening and Assessment,"Manage Early Childhood screening and assessment to gather information, and work with specialist professionals to meet child needs",No,648
Early Childhood Care and Education,Early Intervention and Learning Support Development,Early Intervention Principles and Practices,"Understand and apply different approaches and models of early intervention childhood care and education, as well as the social dynamics of learning in an early intervention context",No,649
Early Childhood Care and Education,Early Intervention and Learning Support Development,Individualised Intervention Planning and Implementation,"Develop and implement intervention plans that integrate the goals, needs, interests and capabilities of children with the desired functional outcomes",No,650
Early Childhood Care and Education,Early Intervention and Learning Support Development,Learning Support Session Planning and Implementation,Plan and implement Learning Support sessions to meet specific developmental and learning needs of children,No,651
Early Childhood Care and Education,Early Intervention and Learning Support Development,Social Service (Early Intervention) Programme Development and Implementation,"Develop, implement and monitor programmes for children with developmental needs, their families or related stakeholders",No,652
Early Childhood Care and Education,Families and Community Partnership,Family and Caregiver Engagement,"Recognise the central role of the family in every child's life and develop strategies for family engagement, nurturing trust and rapport building capabilities in a family to enhance child’s developmental outcome",No,653
Early Childhood Care and Education,Family & Community Partnership,Situation Management with Families and Community,Manage challenging situations with families and community to build consensus among stakeholders and achieve resolutions effectively,No,654
Early Childhood Care and Education,Family and Community Partnership,Community Partnership,Establish and foster partnerships with community stakeholders through a culture of collaboration to develop mutually beneficial programmes for children and families,No,655
Early Childhood Care and Education,Learning Design and Implementation,Early Intervention Curriculum Design,Design and implement curriculum to cater the developmental needs of children,No,656
Early Childhood Care and Education,Operations and Management,Centre Innovation and Change Adoption,Manage Centre’s innovation activities and adoption of change to drive organisational success,No,657
